"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0061351","neural precursor cell proliferation","19/1157","145/18723",0.0015350364347906,0.0406257927031102,0.0360155349277238,"NES/PROX1/POU3F3/TRIM71/DAGLB/LHX5/SPINT1/ADCYAP1/GATA2/WNT3A/CDH2/FLNA/DMRTA2/FGFR2/SIX3/TAFA1/LHX2/PSMG1/HHIP",19
"BP","GO:1902893","regulation of pri-miRNA transcription by RNA polymerase II","10/1157","54/18723",0.00154639706088682,0.040726818203551,0.0361050959478941,"WT1/NFATC4/SMAD6/NFIB/KLF4/GATA2/HDAC4/KLF5/PPARA/ETS1",10
"BP","GO:0010001","glial cell differentiation","26/1157","225/18723",0.00157392684595015,0.041111490712367,0.0364461154149663,"TENM4/DLX2/NFIB/C1QA/SPINT1/SOX8/GPC1/DICER1/CDH2/POU3F1/MYCN/NKX6-1/GSX2/PAX2/BNIP3/PLEC/NAB2/SOX2/SKI/DAB1/SOX1/SOX11/EGFR/NSUN5/ARHGEF10/NDRG1",26
"BP","GO:0021602","cranial nerve morphogenesis","7/1157","29/18723",0.00158434597789,0.041111490712367,0.0364461154149663,"HOXB3/PLXNA4/NRP2/TBX1/PAX2/SIX1/CITED2",7
"BP","GO:0021772","olfactory bulb development","7/1157","29/18723",0.00158434597789,0.041111490712367,0.0364461154149663,"DLX2/ROBO1/GSX2/LHX2/SKI/SALL1/EFNA2",7
"BP","GO:0048484","enteric nervous system development","5/1157","15/18723",0.00159146167047318,0.041111490712367,0.0364461154149663,"SOX8/RET/ISX/KIF26A/EDNRA",5
"BP","GO:0071542","dopaminergic neuron differentiation","8/1157","37/18723",0.00160393332078268,0.0412363618995508,0.0365568160882147,"OTX2/WNT9B/WNT3A/DMRTA2/EN1/GSK3B/FOXA2/LMX1B",8
"BP","GO:0010675","regulation of cellular carbohydrate metabolic process","19/1157","146/18723",0.00166496729287047,0.0425029763770094,0.0376796938197642,"TIGAR/FOXK1/HDAC4/SIK1/GCKR/GSK3B/FOXK2/NTSR1/PTK2B/DYRK2/FOXA2/PPARA/MLYCD/FAM3A/NNMT/PHKG2/POMC/SRC/PPP1R3G",19
"BP","GO:0010720","positive regulation of cell development","32/1157","298/18723",0.0016700301409717,0.0425029763770094,0.0376796938197642,"TENM4/GPR68/ITPKA/GDI1/SPINT1/SOX8/ANKRD27/WNT3A/DICER1/FLNA/ROBO1/PLXNA4/DMRTA2/BHLHB9/RET/TNFSF11/NKX6-1/PLXND1/GSX2/NEDD9/RFX3/CDH4/CUX1/LMOD3/PLXNA2/CUX2/SLITRK1/SOX11/ADD1/EGFR/PLAG1/L1CAM",32
"BP","GO:0071241","cellular response to inorganic substance","26/1157","226/18723",0.00167681681205834,0.0425029763770094,0.0376796938197642,"TIGAR/NFATC4/LGMN/CACNA1H/MAP1LC3A/ADGRV1/HPCA/CAPN3/SYT6/CAMK2D/BNIP3/RYR1/SYT13/ALOX15/HESX1/IQGAP1/CPNE8/MEF2A/DPEP1/ADD1/SLC12A2/EGFR/BRAF/CYP11B1/AIFM1/CPNE7",26
"BP","GO:0021987","cerebral cortex development","16/1157","114/18723",0.00171377439489497,0.0432367661590558,0.0383302123639323,"POU3F3/CCDC85C/CDH2/FLNA/ROBO1/DMRTA2/GSK3B/MDGA1/TRAPPC9/LHX2/BNIP3/TACC2/DAB1/FAT4/NSUN5/LHX6",16
"BP","GO:0002053","positive regulation of mesenchymal cell proliferation","6/1157","22/18723",0.00173937603153256,0.0436785636941594,0.0387218742490993,"FGFR2/MYCN/TBX1/LRP5/PDGFA/SIX1",6
"BP","GO:0048701","embryonic cranial skeleton morphogenesis","9/1157","46/18723",0.00176062326848044,0.0440074306783605,0.0390134210613087,"DLX2/WNT9B/FGFR2/TBX1/NDST1/TBX15/MMP14/SIX1/HOXA2",9
"BP","GO:0001755","neural crest cell migration","10/1157","55/18723",0.00178724981148391,0.0441488853508728,0.0391388233084916,"PITX2/SOX8/ALX1/NRP2/RET/TBX1/BMP7/KITLG/SEMA6B/SEMA6A",10
"BP","GO:0061614","pri-miRNA transcription by RNA polymerase II","10/1157","55/18723",0.00178724981148391,0.0441488853508728,0.0391388233084916,"WT1/NFATC4/SMAD6/NFIB/KLF4/GATA2/HDAC4/KLF5/PPARA/ETS1",10
"BP","GO:0060419","heart growth","15/1157","104/18723",0.00179081420482333,0.0441488853508728,0.0391388233084916,"PROX1/WT1/TENM4/BASP1/G6PD/VGLL4/FGFR2/MEIS1/TBX20/CTDP1/PPARA/DUSP6/RUNX1/HEY2/CITED2",15
"BP","GO:0070588","calcium ion transmembrane transport","33/1157","312/18723",0.00183021112071162,0.0449150447305548,0.0398180381142381,"CACNA1H/JPH3/CBARP/JPH2/SLC25A25/G6PD/HPCA/RYR2/CACNG1/GRIN2C/CACNA2D2/WNT3A/GAS6/CAPN3/CACNG2/CAMK2D/RGS9/NTSR1/GRIN2A/PTK2B/ATP2B4/RYR1/ORAI2/ATP2B3/NCS1/CACNG3/ATP2A1/ATP2A3/CACNG5/PRKACA/SLC8A2/CACNA2D3/SLC8A1",33
"BP","GO:0042471","ear morphogenesis","16/1157","115/18723",0.0018792242426936,0.0457023949833458,0.0405160390304781,"PROX1/LRIG1/KCNQ1/GATA2/WNT3A/FGFR2/GSC/OSR2/TBX1/PAX2/OSR1/ZIC1/HESX1/SIX1/HOXA2/INSIG2",16
"BP","GO:0090630","activation of GTPase activity","16/1157","115/18723",0.0018792242426936,0.0457023949833458,0.0405160390304781,"TBC1D12/ARHGEF16/ARHGAP29/RAP1GAP/NTF3/NEDD9/PTK2B/RASGRF1/SIPA1L3/ARHGEF19/SIPA1L2/SLC27A4/TBC1D22A/ARHGAP24/ARHGEF10/TBC1D1",16
"BP","GO:0003012","muscle system process","44/1157","452/18723",0.00192092232262245,0.0465069938109355,0.0412293311350686,"INPP5F/MIR34B/SSPN/CACNA1H/CCN2/KLF4/G6PD/RYR2/GLRX3/KCNQ1/MYL9/ADRA2C/TACR3/MYOM2/EMD/HDAC4/KCNH2/SULF1/FLNA/TAFAZZIN/KCNJ12/CAMK2D/TBX20/CTDP1/PRKCA/SULF2/EDN2/ATP2B4/RYR1/PPARA/LMOD3/KCNMA1/DSC2/MEF2A/ATP2A1/MAP2K3/PRKACA/DMPK/MYH14/GRIP2/EDNRA/HEY2/SLC6A8/SLC8A1",44
"BP","GO:0051968","positive regulation of synaptic transmission, glutamatergic","7/1157","30/18723",0.00195776703333589,0.0467954718450626,0.0414850723778282,"ADCYAP1/CACNG2/NPS/PTK2B/CACNG3/CACNG5/EGFR",7
"BP","GO:0060603","mammary gland duct morphogenesis","7/1157","30/18723",0.00195776703333589,0.0467954718450626,0.0414850723778282,"LRP5L/CSMD1/FGFR2/LRP5/SOSTDC1/CSF1/SRC",7
"BP","GO:0042063","gliogenesis","32/1157","301/18723",0.00196100195858275,0.0467954718450626,0.0414850723778282,"TENM4/DLX2/NFIB/C1QA/SPINT1/SOX8/ADCYAP1/GPC1/DICER1/CDH2/POU3F1/MYCN/NKX6-1/CSPG4/GSX2/PTK2B/PAX2/BNIP3/PLEC/NAB2/SOX2/SKI/DAB1/CSF1/SOX1/MMP14/SOX11/EGFR/NSUN5/ARHGEF10/PLAG1/NDRG1",32
"BP","GO:0045453","bone resorption","11/1157","65/18723",0.00196750733632695,0.0467954718450626,0.0414850723778282,"TPP1/LTBP3/LRRK1/SYK/ADAM8/TNFSF11/PRKCA/PTK2B/TNFAIP3/SRC/EGFR",11
"CC","GO:0098978","glutamatergic synapse","44/1199","338/19550",1.92031736545712e-06,0.000965908575120203,0.00086248097814726,"DLGAP3/CTBP2/DGKZ/EFNB2/CBLN1/LRFN3/FXR1/SPARC/CTTNBP2/DLGAP2/SLITRK2/HPCA/GRIN2C/CPLX1/ADRA2C/WNT3A/FLNA/CACNG2/SYT6/PCDH17/NRP2/GSK3B/TNIK/RGS9/CRTC1/SPTBN2/GRIN2A/PRKAR1B/PTK2B/ATP2B4/ARC/ATP2B3/AP3D1/NCS1/KCNA3/SLITRK1/LRFN5/CACNG3/CACNG5/DLGAP4/SRC/GRIP2/ADGRL3/NDRG1",44
"CC","GO:0005667","transcription regulator complex","50/1199","413/19550",3.33071922455243e-06,0.000965908575120203,0.00086248097814726,"CTBP2/POU2AF1/NFATC4/MTA1/SMAD6/ONECUT3/HES6/PITX2/PROP1/KLF4/NR5A1/DMBX1/SOX8/TAF1B/GATA2/RXRA/LHX3/HDAC4/CSNK2A1/POU3F1/TEAD4/GSC/SIX3/MEIS1/RUNX3/ASCL5/KLF5/MAX/ZFHX3/NFATC1/SMAD9/RFX3/LMO4/SOX2/TBX15/TCF7L2/SKI/BCL9/POU4F1/SIX1/TLE3/MEF2A/WWOX/MBD3/RUNX1/SOX14/TBL1XR1/HEY2/HDAC9/TLE1",50
"CC","GO:0099699","integral component of synaptic membrane","23/1199","150/19550",4.30790198851366e-05,0.00672112435431914,0.0060014395323503,"EFNB2/LRFN3/HTR1B/SLITRK2/ADRA2C/CDH2/CACNG2/SYT6/PCDH17/NRP2/NECTIN1/GRIN2A/ATP2B4/ATP2B3/KCNA3/GRIK4/SLITRK1/LRFN5/CACNG3/CACNG5/SLC6A6/NECTIN3/SLC8A1",23
"CC","GO:0098984","neuron to neuron synapse","42/1199","361/19550",5.07343656653005e-05,0.00672112435431914,0.0060014395323503,"DLGAP3/PSD/DGKZ/LRFN3/FXR1/PJA2/DLGAP2/GRIN2C/ADRA2C/CDH2/ADGRB1/CACNG2/GPHN/TNIK/TSC2/RGS9/NTSR1/CRTC1/NECTIN1/GRIN2A/PRKAR1B/PTK2B/BNIP3/ARC/STXBP5/NCS1/DAB1/GRIK4/SLITRK1/LRFN5/CACNG3/CACNG5/SLC8A2/PKP4/SRC/IQSEC1/GRIP2/NECTIN3/ADD1/PSD3/SHANK2/SLC8A1",42
"CC","GO:0099240","intrinsic component of synaptic membrane","24/1199","163/19550",5.79407271924064e-05,0.00672112435431914,0.0060014395323503,"EFNB2/LRFN3/HTR1B/SLITRK2/ADRA2C/CDH2/CACNG2/SYT6/PCDH17/GPHN/NRP2/NECTIN1/GRIN2A/ATP2B4/ATP2B3/KCNA3/GRIK4/SLITRK1/LRFN5/CACNG3/CACNG5/SLC6A6/NECTIN3/SLC8A1",24
"CC","GO:0014069","postsynaptic density","37/1199","330/19550",0.000290947149675446,0.0281248911352932,0.0251133329193543,"DLGAP3/PSD/DGKZ/LRFN3/FXR1/PJA2/DLGAP2/GRIN2C/ADRA2C/CDH2/ADGRB1/CACNG2/GPHN/TNIK/TSC2/RGS9/CRTC1/GRIN2A/PTK2B/BNIP3/ARC/NCS1/DAB1/SLITRK1/LRFN5/CACNG3/CACNG5/SLC8A2/PKP4/SRC/IQSEC1/GRIP2/NECTIN3/ADD1/PSD3/SHANK2/SLC8A1",37
"CC","GO:0032279","asymmetric synapse","37/1199","335/19550",0.0003898965140871,0.0321469540274264,0.0287047212005332,"DLGAP3/PSD/DGKZ/LRFN3/FXR1/PJA2/DLGAP2/GRIN2C/ADRA2C/CDH2/ADGRB1/CACNG2/GPHN/TNIK/TSC2/RGS9/CRTC1/GRIN2A/PTK2B/BNIP3/ARC/NCS1/DAB1/SLITRK1/LRFN5/CACNG3/CACNG5/SLC8A2/PKP4/SRC/IQSEC1/GRIP2/NECTIN3/ADD1/PSD3/SHANK2/SLC8A1",37
"CC","GO:0034703","cation channel complex","26/1199","210/19550",0.000508062977015862,0.0321469540274264,0.0287047212005332,"CACNA1H/RYR2/KCNQ1/CACNG1/GRIN2C/CACNA2D2/HCN1/KCNH2/KCNJ11/CACNG2/KCNQ5/GRIN2A/PTK2B/RYR1/KCNMA1/KCNIP1/KCNC3/KCNA3/LRRC55/GRIK4/ABCC9/CACNG3/ATP2A1/CACNG5/PRKACA/CACNA2D3",26
"CC","GO:0099572","postsynaptic specialization","38/1199","356/19550",0.000635764683019482,0.0321469540274264,0.0287047212005332,"DLGAP3/PSD/DGKZ/LRFN3/FXR1/PJA2/DLGAP2/GRIN2C/ADRA2C/CDH2/ADGRB1/CACNG2/GPHN/TNIK/TSC2/RGS9/CRTC1/GRIN2A/PTK2B/BNIP3/ARC/NCS1/DAB1/SLITRK1/LRFN5/CACNG3/CACNG5/SLC8A2/PKP4/DLGAP4/SRC/IQSEC1/GRIP2/NECTIN3/ADD1/PSD3/SHANK2/SLC8A1",38
"CC","GO:0031253","cell projection membrane","37/1199","346/19550",0.000719293772298998,0.0321469540274264,0.0287047212005332,"PSD/SLC7A5/CYS1/ARHGEF4/ADGRV1/MSN/HPCA/TACR3/KCNJ11/SLC19A1/SCARB1/ANK1/CSPG4/PEMT/PLXND1/TESC/SLC9A3/EHD1/UMOD/PRCD/ABCG2/KCNC3/SLC27A4/DPEP1/SRC/SLC6A6/PDE6B/HHIP/SLC12A2/UNC5A/GNA12/EGFR/PSD3/ATP6AP2/DHRS3/GPR161/SHANK2",37
"CC","GO:0005912","adherens junction","22/1199","170/19550",0.000733168968607314,0.0321469540274264,0.0287047212005332,"HMCN1/EFNB2/KIFC3/JAG1/PKP1/CCDC85C/TRIM29/CYTH1/CDH2/TMEM204/TBCD/CDH22/ARVCF/NECTIN1/FRMD4A/FMN1/PKP4/ITGA6/NECTIN3/ADD1/ARHGAP24/NDRG1",22
"CC","GO:0097060","synaptic membrane","40/1199","384/19550",0.000751509905730575,0.0321469540274264,0.0287047212005332,"SSPN/EFNB2/CBLN1/LRFN3/HTR1B/DAGLB/SYP/SLITRK2/GRIN2C/ADRA2C/CDH2/MAGEE1/CACNG2/SYT6/PCDH17/GPHN/NRP2/RGS9/ANK1/NECTIN1/GRIN2A/ATP2B4/ARC/STXBP5/ATP2B3/KCNMA1/DENND1A/KCNC3/KCNA3/GRIK4/SLITRK1/LRFN5/CACNG3/CACNG5/SLC6A6/GRIP2/NECTIN3/ATP6AP2/SHANK2/SLC8A1",40
"CC","GO:0042383","sarcolemma","19/1199","138/19550",0.000772827964910449,0.0321469540274264,0.0287047212005332,"SSPN/COL6A2/RYR2/CACNG1/CDH2/KCNJ11/CAPN3/COL6A1/CAMK2D/ANK1/PEMT/ATP2B4/RYR1/PLEC/FGF6/OBSCN/BGN/SLC8A2/SLC8A1",19
"CC","GO:0099055","integral component of postsynaptic membrane","17/1199","117/19550",0.000775960959282706,0.0321469540274264,0.0287047212005332,"LRFN3/SLITRK2/ADRA2C/CDH2/CACNG2/PCDH17/NRP2/GRIN2A/KCNA3/GRIK4/SLITRK1/LRFN5/CACNG3/CACNG5/SLC6A6/NECTIN3/SLC8A1",17
"CC","GO:0062023","collagen-containing extracellular matrix","43/1199","425/19550",0.000881713435263047,0.0324936625278288,0.0290143048342863,"TINAGL1/HMCN1/NID1/HPX/LTBP3/VWF/KRT1/CBLN1/COL6A2/SPARC/CCN2/SDC2/COL27A1/C1QA/COL4A1/PRTN3/GPC1/CDH2/SULF1/COL6A1/FGFR2/CTSH/ADAMTS3/FBN2/COL12A1/LAMA1/F13A1/SERPINB9/CSPG4/BMP7/PCSK6/SMOC1/BGN/AGRN/ADAMTS20/MXRA7/PXDN/ADAMTS9/TGFBI/COL9A1/FGL1/L1CAM/COL6A5",43
"CC","GO:0045211","postsynaptic membrane","31/1199","277/19550",0.000896376897319415,0.0324936625278288,0.0290143048342863,"SSPN/CBLN1/LRFN3/DAGLB/SLITRK2/GRIN2C/ADRA2C/CDH2/MAGEE1/CACNG2/PCDH17/GPHN/NRP2/RGS9/ANK1/GRIN2A/ARC/KCNMA1/KCNC3/KCNA3/GRIK4/SLITRK1/LRFN5/CACNG3/CACNG5/SLC6A6/GRIP2/NECTIN3/ATP6AP2/SHANK2/SLC8A1",31
"CC","GO:0098936","intrinsic component of postsynaptic membrane","17/1199","122/19550",0.00124937960128641,0.0426258922791833,0.0380615952837716,"LRFN3/SLITRK2/ADRA2C/CDH2/CACNG2/PCDH17/NRP2/GRIN2A/KCNA3/GRIK4/SLITRK1/LRFN5/CACNG3/CACNG5/SLC6A6/NECTIN3/SLC8A1",17
"MF","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","56/1159","450/18368",8.60580092365541e-07,0.000420786189477396,0.000393666913232491,"GLIS1/BARHL2/VENTX/WT1/OTX2/GLIS2/ZNF629/HOXB3/ONECUT3/DLX2/NFIB/KLF4/FOXD2/KLF6/GATA2/LHX3/HOXB5/TFE3/NFIC/ALX1/SIX3/MEIS1/TFAP2B/TBX20/OSR2/CASZ1/KLF5/FOXK2/NFATC1/MYCN/EBF2/TFEC/HINFP/ELK3/LHX2/ZNF717/MAFA/PPARA/SOX2/IRF4/TFAP2C/ZNF438/NRF1/ZIC3/MECOM/ETS1/ZBTB17/SP7/POU4F1/SOX1/SIX1/MEF2A/MAF/SOX11/RUNX1/PLAG1",56
"MF","GO:0046873","metal ion transmembrane transporter activity","54/1159","430/18368",1.0158530795864e-06,0.000420786189477396,0.000393666913232491,"KCNK10/NIPA2/SLC12A6/CACNA1H/ASIC2/HTR1B/KCNK9/SLC10A3/RYR2/KCNQ1/CACNG1/GRIN2C/CACNA2D2/SLC39A11/SLC9A9/HCN1/KCNH2/MAGT1/MMGT1/KCNJ11/KCNJ12/CACNG2/KCNK12/KCNQ5/SLC9A7/SLC12A7/SLC25A37/GRIN2A/ATP2B4/RYR1/SLC9A3/ORAI2/KCNK5/ATP2B3/KCNMA1/KCNIP1/SLC20A2/NCS1/KCNC3/NIPAL3/KCNA3/LRRC55/GRIK4/ABCC9/CACNG3/ATP2A1/ATP2A3/CACNG5/SLC8A2/SLC6A6/CACNA2D3/SLC12A2/SLC6A8/SLC8A1",54
"MF","GO:0001216","DNA-binding transcription activator activity","56/1159","456/18368",1.3122230441083e-06,0.000420786189477396,0.000393666913232491,"GLIS1/BARHL2/VENTX/WT1/OTX2/GLIS2/ZNF629/HOXB3/ONECUT3/DLX2/NFIB/KLF4/FOXD2/KLF6/GATA2/LHX3/HOXB5/TFE3/NFIC/ALX1/SIX3/MEIS1/TFAP2B/TBX20/OSR2/CASZ1/KLF5/FOXK2/NFATC1/MYCN/EBF2/TFEC/HINFP/ELK3/LHX2/ZNF717/MAFA/PPARA/SOX2/IRF4/TFAP2C/ZNF438/NRF1/ZIC3/MECOM/ETS1/ZBTB17/SP7/POU4F1/SOX1/SIX1/MEF2A/MAF/SOX11/RUNX1/PLAG1",56
"MF","GO:0022843","voltage-gated cation channel activity","25/1159","143/18368",3.09082755287774e-06,0.000548621315896954,0.00051326318535058,"CACNA1H/HTR1B/KCNK9/KCNQ1/CACNG1/GRIN2C/CACNA2D2/HCN1/KCNH2/KCNJ11/KCNJ12/CACNG2/KCNQ5/GRIN2A/PTK2B/RYR1/KCNMA1/NCS1/KCNC3/KCNA3/LRRC55/ABCC9/CACNG3/CACNG5/CACNA2D3",25
"MF","GO:0005244","voltage-gated ion channel activity","31/1159","201/18368",3.42175456900387e-06,0.000548621315896954,0.00051326318535058,"KCNK10/CACNA1H/HTR1B/KCNK9/KCNQ1/CACNG1/GRIN2C/CACNA2D2/HCN1/KCNH2/KCNJ11/KCNJ12/CACNG2/KCNK12/KCNQ5/GRIN2A/PTK2B/ANO1/RYR1/KCNK5/CLCN7/KCNMA1/KCNIP1/NCS1/KCNC3/KCNA3/LRRC55/ABCC9/CACNG3/CACNG5/CACNA2D3",31
"MF","GO:0022832","voltage-gated channel activity","31/1159","201/18368",3.42175456900387e-06,0.000548621315896954,0.00051326318535058,"KCNK10/CACNA1H/HTR1B/KCNK9/KCNQ1/CACNG1/GRIN2C/CACNA2D2/HCN1/KCNH2/KCNJ11/KCNJ12/CACNG2/KCNK12/KCNQ5/GRIN2A/PTK2B/ANO1/RYR1/KCNK5/CLCN7/KCNMA1/KCNIP1/NCS1/KCNC3/KCNA3/LRRC55/ABCC9/CACNG3/CACNG5/CACNA2D3",31
"MF","GO:0030695","GTPase regulator activity","55/1159","488/18368",2.08666458720053e-05,0.00250921416610864,0.0023474976606006,"PSD/RASAL3/ARHGEF4/SH3BP4/RIN2/RAPGEF2/ELMO1/GDI1/TBC1D12/ANKRD27/ARHGEF16/CYTH1/ACAP3/TBCD/ARHGAP29/RASGEF1C/GAPVD1/TSC2/RGS9/RGS12/RAP1GAP/RASAL2/DENND3/RASGRF1/SIPA1L3/ADAP1/STXBP5/RGS7/DEPDC5/VAV2/ARHGEF19/OBSCN/PLEKHG2/ASAP2/ITGB1BP1/DENND1A/ARHGAP12/SIPA1L2/KNDC1/IQGAP1/PLEKHG5/NET1/ARAP1/VAV1/AGAP1/SIRPA/TBC1D22A/IQSEC1/ARHGAP24/ARAP3/ARHGEF10/PSD3/RAPGEF1/RPGR/TBC1D1",55
"MF","GO:0060589","nucleoside-triphosphatase regulator activity","55/1159","488/18368",2.08666458720053e-05,0.00250921416610864,0.0023474976606006,"PSD/RASAL3/ARHGEF4/SH3BP4/RIN2/RAPGEF2/ELMO1/GDI1/TBC1D12/ANKRD27/ARHGEF16/CYTH1/ACAP3/TBCD/ARHGAP29/RASGEF1C/GAPVD1/TSC2/RGS9/RGS12/RAP1GAP/RASAL2/DENND3/RASGRF1/SIPA1L3/ADAP1/STXBP5/RGS7/DEPDC5/VAV2/ARHGEF19/OBSCN/PLEKHG2/ASAP2/ITGB1BP1/DENND1A/ARHGAP12/SIPA1L2/KNDC1/IQGAP1/PLEKHG5/NET1/ARAP1/VAV1/AGAP1/SIRPA/TBC1D22A/IQSEC1/ARHGAP24/ARAP3/ARHGEF10/PSD3/RAPGEF1/RPGR/TBC1D1",55
"MF","GO:0005096","GTPase activator activity","52/1159","462/18368",3.60675970758554e-05,0.00385522537633032,0.00360675970758554,"PSD/RASAL3/ARHGEF4/RIN2/RAPGEF2/ELMO1/GDI1/TBC1D12/ANKRD27/ARHGEF16/CYTH1/ACAP3/TBCD/ARHGAP29/RASGEF1C/GAPVD1/TSC2/RGS9/RGS12/RAP1GAP/RASAL2/DENND3/RASGRF1/SIPA1L3/ADAP1/STXBP5/RGS7/DEPDC5/VAV2/ARHGEF19/OBSCN/PLEKHG2/ASAP2/DENND1A/ARHGAP12/SIPA1L2/KNDC1/IQGAP1/PLEKHG5/NET1/ARAP1/VAV1/AGAP1/TBC1D22A/IQSEC1/ARHGAP24/ARAP3/ARHGEF10/PSD3/RAPGEF1/RPGR/TBC1D1",52
"MF","GO:0015079","potassium ion transmembrane transporter activity","23/1159","155/18368",0.000110595136740211,0.0106392521544083,0.00995356230661897,"KCNK10/SLC12A6/KCNK9/KCNQ1/SLC9A9/HCN1/KCNH2/KCNJ11/KCNJ12/KCNK12/KCNQ5/SLC9A7/SLC12A7/SLC9A3/KCNK5/KCNMA1/KCNIP1/KCNC3/KCNA3/LRRC55/GRIK4/ABCC9/SLC12A2",23
"MF","GO:0008376","acetylgalactosaminyltransferase activity","9/1159","34/18368",0.000191388397974043,0.0167377853500936,0.0156590507433308,"GALNT18/B4GALNT2/CHSY1/B4GALNT4/GALNT7/GALNT10/GALNTL6/GALNT9/GALNT1",9
"MF","GO:0015085","calcium ion transmembrane transporter activity","20/1159","135/18368",0.000309058331034713,0.0247761762046162,0.0231793748276035,"CACNA1H/HTR1B/RYR2/CACNG1/GRIN2C/CACNA2D2/CACNG2/GRIN2A/ATP2B4/RYR1/ORAI2/ATP2B3/NCS1/CACNG3/ATP2A1/ATP2A3/CACNG5/SLC8A2/CACNA2D3/SLC8A1",20
"MF","GO:0005245","voltage-gated calcium channel activity","10/1159","45/18368",0.000403267970203295,0.0298418297950439,0.0279185517833051,"CACNA1H/HTR1B/CACNG1/CACNA2D2/CACNG2/RYR1/NCS1/CACNG3/CACNG5/CACNA2D3",10
"MF","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","35/1159","310/18368",0.000611328828451268,0.04200702378358,0.0392997104004386,"PROX1/ZNF219/NFATC4/HES6/FOXK1/NACC2/DMBX1/HIC1/GSC/EN1/MAX/ZFHX3/IRF8/FOXK2/NKX6-1/TFEC/HINFP/ELK3/ZNF875/ZNF180/IRX2/PPARA/TFAP2C/TBX15/HESX1/SKI/ZBTB17/CUX2/SALL1/HOXB8/ZNF536/LRRFIP1/HEY2/HOXA2/ZFP37",35
"MF","GO:0001217","DNA-binding transcription repressor activity","35/1159","313/18368",0.00072786572731937,0.0463211282770293,0.0433357748953496,"PROX1/ZNF219/NFATC4/HES6/FOXK1/NACC2/DMBX1/HIC1/GSC/EN1/MAX/ZFHX3/IRF8/FOXK2/NKX6-1/TFEC/HINFP/ELK3/ZNF875/ZNF180/IRX2/PPARA/TFAP2C/TBX15/HESX1/SKI/ZBTB17/CUX2/SALL1/HOXB8/ZNF536/LRRFIP1/HEY2/HOXA2/ZFP37",35
"MF","GO:0004653","polypeptide N-acetylgalactosaminyltransferase activity","6/1159","19/18368",0.000828447009701064,0.0463211282770293,0.0433357748953496,"GALNT18/GALNT7/GALNT10/GALNTL6/GALNT9/GALNT1",6
"MF","GO:0034236","protein kinase A catalytic subunit binding","5/1159","13/18368",0.000832406943473454,0.0463211282770293,0.0433357748953496,"PJA2/RYR2/KCNQ1/GSK3B/PRKAR1B",5
"MF","GO:0022836","gated channel activity","37/1159","340/18368",0.000866715497906993,0.0463211282770293,0.0433357748953496,"KCNK10/CACNA1H/ASIC2/HTR1B/TTYH3/KCNK9/RYR2/KCNQ1/CACNG1/GRIN2C/CACNA2D2/HCN1/KCNH2/KCNJ11/KCNJ12/CACNG2/KCNK12/KCNQ5/GRIN2A/PTK2B/ANO1/RYR1/KCNK5/CLCN7/KCNMA1/PIEZO2/KCNIP1/NCS1/KCNC3/ANO7/KCNA3/LRRC55/GRIK4/ABCC9/CACNG3/CACNG5/CACNA2D3",37
